ID,post_author,post_date,post_date_gmt,post_content,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count,_wp_page_template,post-option,kode_content,slide_template,_form,_mail,_mail_2,_messages,_additional_settings,_locale,_config_errors,_dp_original,kode_popular_post_views_count,_yoast_wpseo_primary_team_category,_yoast_wpseo_content_score,_yoast_wpseo_primary_testimonial_category,_thumbnail_id,eg_sources_html5_mp4,eg_sources_html5_ogv,eg_sources_html5_webm,eg_sources_youtube,eg_sources_vimeo,eg_sources_wistia,eg_sources_image,eg_sources_iframe,eg_sources_soundcloud,eg_vimeo_ratio,eg_youtube_ratio,eg_wistia_ratio,eg_html5_ratio,eg_soundcloud_ratio,eg_settings_custom_meta_skin,eg_settings_custom_meta_element,eg_settings_custom_meta_setting,eg_settings_custom_meta_style,eg-pricetable-price,eg-pricetable-line1,eg-pricetable-line2,eg-pricetable-line3,eg-pricetable-line4,eg-pricetable-buy-url,eg-demogrid-link,eg-clients-icon,eg-clients-icon-dark,_yoast_wpseo_title,sam_pro_disable_ad_serving,_wp_attachment_metadata,_wp_desired_post_slug,_menu_item_type,_menu_item_menu_item_parent,_menu_item_object_id,_menu_item_object,_menu_item_target,_menu_item_classes,_menu_item_xfn,_menu_item_url,stf_exclude,_wp_attachment_context,_wp_attachment_custom_header_last_used_t,_wp_attachment_is_custom_header,_yoast_wpseo_bctitle,_wp_attachment_backup_sizes,_wpsc_is_donation,_wpsc_price,_wpsc_special_price,_wpsc_sku,_wpsc_stock,_wpsc_product_metadata,_wpsc_currency,_yoast_wpseo_primary_wpsc_product_category,_wpsc_product_gallery,_yoast_wpseo_primary_category,_wp_old_slug,price,days,location,availability,book_text,book_url,_yoast_wpseo_primary_package_category,_sold_individually,_price,_sale_price_dates_to,_sale_price_dates_from,_weight,_length,_width,_height,_sku,_product_attributes,_regular_price,_sale_price,_featured,_purchase_note,_virtual,_downloadable,total_sales,_visibility,_stock_status,_manage_stock,_backorders,_wc_review_count,_yoast_wpseo_primary_product_cat,_product_image_gallery,_product_version,_crosssell_ids,_upsell_ids,_oembed_317fd61591c6b25d2879e926d022175e,dopbsp_woocommerce_calendar,dopbsp_woocommerce_language,dopbsp_woocommerce_position,dopbsp_woocommerce_add_to_cart,_yoast_wpseo_meta-robots-noindex,_yoast_wpseo_meta-robots-nofollow,image6,image5,image4,image3,image2,image1,out_price,in_price,select_night,select_ride,select_xata,select_pitnie,select_voodoo_people,order,select_star,_yoast_wpseo_primary_hot_tour_tax,date1,date2,date3,date4,_oembed_3af5c5475b0fd4444cdeb8e89389f31e,_oembed_ce7a2979bd74c70ffc651d647aa02eb1,_oembed_time_ce7a2979bd74c70ffc651d647aa02eb1,_oembed_096611565006e66aea7a62ad948b1382,_oembed_time_096611565006e66aea7a62ad948b1382,_oembed_cef21351cffafde0e9619ddd32190144,_oembed_time_cef21351cffafde0e9619ddd32190144,_oembed_1d7215d9ef308be11276c5ecce9c41c8,_oembed_time_1d7215d9ef308be11276c5ecce9c41c8,_sfbap_shortcode_value,_sfbap_form_template,_pt_cv_id,_pt_cv_settings,_field_5,_field_6,_field_7,_form_id,_seq_num,_pum_default_theme,_pum_built_in,popup_theme_overlay_background_color,popup_theme_overlay_background_opacity,popup_theme_container_padding,popup_theme_container_background_color,popup_theme_container_background_opacity,popup_theme_container_border_style,popup_theme_container_border_color,popup_theme_container_border_width,popup_theme_container_border_radius,popup_theme_container_boxshadow_inset,popup_theme_container_boxshadow_horizontal,popup_theme_container_boxshadow_vertical,popup_theme_container_boxshadow_blur,popup_theme_container_boxshadow_spread,popup_theme_container_boxshadow_color,popup_theme_container_boxshadow_opacity,popup_theme_title_font_color,popup_theme_title_line_height,popup_theme_title_font_size,popup_theme_title_font_family,popup_theme_title_font_weight,popup_theme_title_font_style,popup_theme_title_text_align,popup_theme_title_textshadow_horizontal,popup_theme_title_textshadow_vertical,popup_theme_title_textshadow_blur,popup_theme_title_textshadow_color,popup_theme_title_textshadow_opacity,popup_theme_content_font_color,popup_theme_content_font_family,popup_theme_content_font_weight,popup_theme_content_font_style,popup_theme_close_text,popup_theme_close_location,popup_theme_close_position_top,popup_theme_close_position_left,popup_theme_close_position_bottom,popup_theme_close_position_right,popup_theme_close_padding,popup_theme_close_height,popup_theme_close_width,popup_theme_close_background_color,popup_theme_close_background_opacity,popup_theme_close_font_color,popup_theme_close_line_height,popup_theme_close_font_size,popup_theme_close_font_family,popup_theme_close_font_weight,popup_theme_close_font_style,popup_theme_close_border_style,popup_theme_close_border_color,popup_theme_close_border_width,popup_theme_close_border_radius,popup_theme_close_boxshadow_inset,popup_theme_close_boxshadow_horizontal,popup_theme_close_boxshadow_vertical,popup_theme_close_boxshadow_blur,popup_theme_close_boxshadow_spread,popup_theme_close_boxshadow_color,popup_theme_close_boxshadow_opacity,popup_theme_close_textshadow_horizontal,popup_theme_close_textshadow_vertical,popup_theme_close_textshadow_blur,popup_theme_close_textshadow_color,popup_theme_close_textshadow_opacity,popup_theme_overlay,popup_theme_container,popup_theme_title,popup_theme_content,popup_theme_close,popup_display,popup_close,popup_title,popup_theme,popup_triggers,popup_cookies,popup_conditions,popup_open_count,popup_open_count_total,popup_last_opened,_oembed_3af6ee3f2223193ae16c4612acba1cd7,_oembed_b36076664419b32fb44fd56bba951d0e,_oembed_time_b36076664419b32fb44fd56bba951d0e,_oembed_a23507003992ecb461eb26d632bbecf7,_oembed_3c183a9d3147ba8964782f7863c3f70a,_oembed_0eb5ff5f80393c69c78ce7a1d1be4e5e,_oembed_6d19309e08485a512f741e39301f6f4e,_oembed_0f35c8fb8ac7286c5c427f4821bee102,_oembed_6c2df16be647422d6020e66f64e7610f,_oembed_ecd1e2ffcc8e1e3cdb1fde0f417d90d8,_oembed_c16111c514f0b8f472d946f29900be36,_oembed_time_c16111c514f0b8f472d946f29900be36,_oembed_669ec93a305d7f07267f0d8a3c125074,_oembed_a6b6876e1c745ad0788aaf070884fb08,_oembed_499a011aa036fbb06353d88d7137c010,_oembed_time_499a011aa036fbb06353d88d7137c010,_tml_action,_wp_trash_meta_status,_wp_trash_meta_time,post_tag,post_category
2,1,2016-03-24 20:57:21,2016-03-24 17:57:21,,Результаты поиска,,private,0,open,,sample-page,,,2016-06-08 21:33:40,2016-06-08 18:33:40,,0,http://bolgaria-travel.com/?page_id=2,0,page,,0,default,"{""show-sub"":""disable"",""page-caption"":"""",""header-background"":""""}",,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1,2017-01-03 18:39:28,2017-01-03 15:39:28,"<script src=""http://37.18.77.200/hotels?samo_action=embed&amp;HOTELINC=9&amp;embed_action=hotel"" charset=""windows-1251""></script><iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2952.6334372284573!2d23.60113231552197!3d42.26499997919337!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x14ab3c9127eaf0f7%3A0xdbc4bc721aa61e20!2z0JHRgNC10LfQsA!5e0!3m2!1sru!2sua!4v1485168806169"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>

[contact-form-7 id=""4"" title=""Контактная форма 1""]",3я страница,,publish,0,closed,,3ya-stranica,,,2017-01-03 18:39:28,2017-01-03 15:39:28,,0,http://hotels.bolgaria-travel.com/?page_id=96,0,page,,0,samo.php,"{""show-sub"":""enable"",""page-caption"":"""",""header-background"":""""}",,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1,2017-01-05 10:42:02,2017-01-05 07:42:02,"<script src=""http://37.18.77.200/hotels?samo_action=embed&HOTELINC=97"" charset=""windows-1251""></script>",222,,publish,0,closed,,222-2,,,2017-01-05 10:42:02,2017-01-05 07:42:02,,0,http://hotels.bolgaria-travel.com/?page_id=103,0,page,,0,default,"{""show-sub"":""enable"",""page-caption"":"""",""header-background"":""""}",,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1,2017-01-17 16:08:32,2017-01-17 13:08:32,"<script src=""http://37.18.77.200/hotels?samo_action=embed&amp;HOTELINC=9&amp;embed_action=hotel"" charset=""windows-1251""></script>
<p id=""google""><iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2952.6334372284573!2d23.60113231552197!3d42.26499997919337!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x14ab3c9127eaf0f7%3A0xdbc4bc721aa61e20!2z0JHRgNC10LfQsA!5e0!3m2!1sru!2sua!4v1485168806169"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe></p>

[contact-form-7 id=""5"" title=""Контактная форма 1""]",BREZA,,publish,0,closed,,breza,,,2017-02-21 16:32:11,2017-02-21 13:32:11,,0,http://hotels.bolgaria-travel.com/?page_id=128,0,page,,0,samo.php,"{""show-sub"":""enable"",""page-caption"":"""",""header-background"":""""}",,,,,,,,,,,,,30,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1,2017-01-28 21:51:09,2017-01-28 18:51:09,"<script src=""http://37.18.77.200/hotels?samo_action=embed&amp;HOTELINC=10&amp;embed_action=hotel"" charset=""windows-1251""></script>
<p id=""google""><iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d11923.522714778997!2d24.6991757!3d41.65832!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xe8dee166323cc143!2z0KXQvtGC0LXQuyDQntGA0LvQvtCy0LXRhg!5e0!3m2!1sru!2sua!4v1485681309868"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe></p>

[contact-form-7 id=""5"" title=""Контактная форма 1""]",orlovetz,,publish,0,closed,,orlovetz,,,2017-02-21 17:08:40,2017-02-21 14:08:40,,0,http://hotels.bolgaria-travel.com/?page_id=142,0,page,,0,samo.php,"{""show-sub"":""enable"",""page-caption"":"""",""header-background"":""""}",,,,,,,,,,,,,60,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1,2017-01-29 12:59:17,2017-01-29 09:59:17,"<script src=""http://37.18.77.200/hotels?samo_action=embed&amp;HOTELINC=11&amp;embed_action=hotel"" charset=""windows-1251""></script>
<p id=""google""><iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2980.880216797669!2d24.695477315503588!3d41.65832997924026!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x14ac5809e1467ae3%3A0x9cfe66a4eb6b8f96!2z0KXQvtGC0LXQuyDQn9C10YDQtdC70LjQug!5e0!3m2!1sru!2sua!4v1485683925514"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe></p>

[contact-form-7 id=""5"" title=""Контактная форма 1""]",perelik,,publish,0,closed,,perelik,,,2017-02-21 17:10:23,2017-02-21 14:10:23,,0,http://hotels.bolgaria-travel.com/?page_id=155,0,page,,0,samo.php,"{""show-sub"":""enable"",""page-caption"":"""",""header-background"":""""}",,,,,,,,,,,,,60,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,1,2017-01-29 17:26:38,2017-01-29 14:26:38,"<script src=""http://37.18.77.200/hotels?samo_action=embed&amp;HOTELINC=12&amp;embed_action=hotel"" charset=""windows-1251""></script>
<p id=""google""><iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2972.7844233999836!2d23.48275131550877!3d41.83293997922581!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x14abae98bfb7204d%3A0xc5b53bc80694ed31!2z0JDQodCV0JLQkCDQmtCq0KnQkA!5e0!3m2!1sru!2sua!4v1485699979309"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe></p>

[contact-form-7 id=""5"" title=""Контактная форма 1""]",ASEVAHOUSE,,publish,0,closed,,asevahouse,,,2017-02-21 16:25:28,2017-02-21 13:25:28,,0,http://hotels.bolgaria-travel.com/?page_id=157,0,page,,0,samo.php,"{""show-sub"":""enable"",""page-caption"":"""",""header-background"":""""}",,,,,,,,,,,,,60,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,1,2017-01-29 17:28:04,2017-01-29 14:28:04,"<script src=""http://37.18.77.200/hotels?samo_action=embed&amp;HOTELINC=13&amp;embed_action=hotel"" charset=""windows-1251""></script>
<p id=""google""><iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2972.4368054802176!2d23.48346431550911!3d41.840424079225265!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x14abaea44faff9f3%3A0x90ef8852fb62863b!2sAlexander+Hotel!5e0!3m2!1sru!2sua!4v1485700052455"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe></p>

[contact-form-7 id=""5"" title=""Контактная форма 1""]",ALEXANDER,,publish,0,closed,,alexander,,,2017-02-21 16:16:04,2017-02-21 13:16:04,,0,http://hotels.bolgaria-travel.com/?page_id=159,0,page,,0,samo.php,"{""show-sub"":""enable"",""page-caption"":"""",""header-background"":""""}",,,,,,,,,,,,,60,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1,2017-01-30 09:40:39,2017-01-30 06:40:39,"<script src=""http://37.18.77.200/hotels?samo_action=embed&amp;HOTELINC=14&amp;embed_action=hotel"" charset=""windows-1251""></script>
<p id=""google""><iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d11889.640213136736!2d23.4822!3d41.841!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xe9a438f7db4fbffb!2sAneli+Hotel!5e0!3m2!1sru!2sua!4v1485758410149"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe></p>

[contact-form-7 id=""5"" title=""Контактная форма 1""]",ANELI,,publish,0,closed,,aneli,,,2017-02-21 16:21:23,2017-02-21 13:21:23,,0,http://hotels.bolgaria-travel.com/?page_id=162,0,page,,0,samo.php,"{""show-sub"":""enable"",""page-caption"":"""",""header-background"":""""}",,,,,,,,,,,,,60,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1,2017-01-30 09:42:17,2017-01-30 06:42:17,"<script src=""http://37.18.77.200/hotels?samo_action=embed&amp;HOTELINC=17&amp;embed_action=hotel"" charset=""windows-1251""></script>
<p id=""google""><iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2973.0190336876776!2d23.480616315508588!3d41.82788827922615!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x14abae9c65f0f5c9%3A0xe08867c7e24521ba!2z0KXQvtGC0LXQuyDQk9GA0LDQvNC4!5e0!3m2!1sru!2sua!4v1485758515327"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe></p>

[contact-form-7 id=""5"" title=""Контактная форма 1""]",GRAMI,,publish,0,closed,,grami,,,2017-02-21 16:58:49,2017-02-21 13:58:49,,0,http://hotels.bolgaria-travel.com/?page_id=164,0,page,,0,samo.php,"{""show-sub"":""enable"",""page-caption"":"""",""header-background"":""""}",,,,,,,,,,,,,60,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
